simulated_k70_l25_19,simulated_k70_l25_20,simulated_k70_l25_26,simulated_k70_l25_28,simulated_k70_l25_32,simulated_k70_l25_36,simulated_k70_l25_44,simulated_k70_l25_49,simulated_k70_l25_50,simulated_k70_l25_52,simulated_k70_l25_54,simulated_k70_l25_57,simulated_k70_l25_58,simulated_k70_l25_60,simulated_k70_l25_62,simulated_k70_l25_64,simulated_k70_l25_65,simulated_k70_l25_66,simulated_k70_l25_68,simulated_k70_l25_70,simulated_k70_l25_74,simulated_k70_l25_76,simulated_k70_l25_80,simulated_k70_l25_81,simulated_k70_l25_82,simulated_k70_l25_84,simulated_k70_l25_88,simulated_k70_l25_89,simulated_k70_l25_90,simulated_k70_l25_91,simulated_k70_l25_92,simulated_k70_l25_94,simulated_k70_l25_95,simulated_k70_l25_96,simulated_k70_l25_98,simulated_k70_l25_99,simulated_k70_l25_100,simulated_k70_l25_102,simulated_k70_l25_104,simulated_k70_l25_105,simulated_k70_l25_106,simulated_k70_l25_107,simulated_k70_l25_108,simulated_k70_l25_109,simulated_k70_l25_110,simulated_k70_l25_111,simulated_k70_l25_112,simulated_k70_l25_113,simulated_k70_l25_114,simulated_k70_l25_115,simulated_k70_l25_116,simulated_k70_l25_117,simulated_k70_l25_118,simulated_k70_l25_120,simulated_k70_l25_121,simulated_k70_l25_122,simulated_k70_l25_124,simulated_k70_l25_125,simulated_k70_l25_126,simulated_k70_l25_128,simulated_k70_l25_129,simulated_k70_l25_130,simulated_k70_l25_131,simulated_k70_l25_132,simulated_k70_l25_133,simulated_k70_l25_134,simulated_k70_l25_135,simulated_k70_l25_136,simulated_k70_l25_137,simulated_k70_l25_138,MST_1,MST_2,MST_3,MST_4,MST_5,MST_6,MST_7,MST_8,MST_9,MST_10,MST_11,MST_12,MST_13,MST_14,MST_15,MST_16,MST_17,MST_18,MST_19,MST_20,MST_21,MST_22,MST_23,MST_24,MST_25,MST_26,MST_27,MST_28,MST_29,MST_30,MST_31,MST_32,MST_33,MST_34,MST_35,MST_36,MST_37,MST_38,MST_39,MST_40,MST_41,MST_42,MST_43,MST_44,MST_45,MST_46,MST_47,MST_48,MST_49,MST_50,MST_51,MST_52,MST_53,MST_54,MST_55,MST_56,MST_57,MST_58,MST_59,MST_60,MST_61,MST_62,MST_63,MST_64,SEQ_0,SEQ_1,SEQ_2,SEQ_3,SEQ_4,SEQ_5,SEQ_6,SEQ_7,SEQ_8,SEQ_9,SEQ_10,SEQ_11,SEQ_12,SEQ_13,SEQ_14,SEQ_15,SEQ_16,SEQ_17,SEQ_18,SEQ_19,SEQ_20,SEQ_21,SEQ_22,SEQ_23,SEQ_24,SEQ_25,SEQ_26,SEQ_27,SEQ_28,SEQ_29,SEQ_30,SEQ_31,SEQ_32,SEQ_33,SEQ_34,SEQ_35,SEQ_36,SEQ_37,SEQ_38,SEQ_39,SEQ_40,SEQ_41,SEQ_42,SEQ_43,SEQ_44,SEQ_45,SEQ_46,SEQ_47,SEQ_48,SEQ_49,SEQ_50,SEQ_51,SEQ_52,SEQ_53,SEQ_54,SEQ_55,SEQ_56,SEQ_57,SEQ_58,SEQ_59,SEQ_60,SEQ_61,SEQ_62,SEQ_63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,20.0,22.0,20.0,21.0,4.0,4.0,4.0,8.0,8.0,9.0,9.0,11.0,10.0,10.0,10.0,10.0,13.0,13.0,13.0,14.0,13.0,15.0,10.0,10.0,11.0,10.0,11.0,11.0,10.0,9.0,9.0,9.0,7.0,7.0,7.0,6.0,6.0,5.0,3.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,23.0,20.0,22.0,20.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,20.0,22.0,20.0,21.0,4.0,4.0,4.0,8.0,8.0,9.0,9.0,11.0,10.0,10.0,10.0,10.0,13.0,13.0,13.0,14.0,13.0,15.0,10.0,10.0,11.0,10.0,11.0,11.0,10.0,9.0,9.0,9.0,7.0,7.0,7.0,6.0,6.0,5.0,3.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,23.0,20.0,22.0,20.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20.0,21.0,21.0,20.0,20.0,5.0,5.0,5.0,8.0,8.0,8.0,10.0,11.0,11.0,11.0,11.0,11.0,14.0,14.0,13.0,14.0,14.0,14.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.0,21.0,21.0,20.0,20.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,21.0,21.0,20.0,20.0,21.0,4.0,4.0,4.0,7.0,7.0,8.0,10.0,12.0,10.0,10.0,10.0,10.0,13.0,14.0,13.0,13.0,14.0,14.0,9.0,9.0,11.0,10.0,11.0,11.0,10.0,11.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.0,21.0,20.0,20.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,20.0,21.0,20.0,20.0,21.0,4.0,4.0,4.0,7.0,7.0,9.0,11.0,12.0,11.0,11.0,11.0,11.0,14.0,15.0,12.0,14.0,14.0,14.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,12.0,9.0,9.0,7.0,7.0,6.0,6.0,5.0,4.0,6.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21.0,21.0,20.0,20.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,20.0,21.0,20.0,20.0,21.0,4.0,4.0,4.0,7.0,7.0,9.0,11.0,12.0,11.0,11.0,11.0,11.0,14.0,15.0,12.0,14.0,14.0,14.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,12.0,9.0,9.0,7.0,7.0,6.0,6.0,5.0,4.0,6.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21.0,21.0,20.0,20.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,20.0,21.0,20.0,20.0,21.0,4.0,4.0,4.0,7.0,7.0,9.0,11.0,12.0,11.0,11.0,11.0,11.0,14.0,15.0,12.0,14.0,14.0,14.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,12.0,9.0,9.0,7.0,7.0,6.0,6.0,5.0,4.0,6.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21.0,21.0,20.0,20.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,20.0,21.0,20.0,20.0,21.0,4.0,4.0,4.0,7.0,7.0,9.0,11.0,12.0,11.0,11.0,11.0,11.0,14.0,15.0,12.0,14.0,14.0,14.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,12.0,9.0,9.0,7.0,7.0,6.0,6.0,5.0,4.0,6.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21.0,21.0,20.0,20.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21.0,21.0,19.0,21.0,22.0,4.0,4.0,4.0,7.0,7.0,9.0,11.0,12.0,11.0,11.0,11.0,11.0,13.0,14.0,13.0,15.0,14.0,14.0,10.0,9.0,11.0,11.0,12.0,12.0,11.0,11.0,9.0,9.0,8.0,8.0,7.0,6.0,6.0,5.0,7.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,22.0,21.0,19.0,21.0,22.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.0,21.0,19.0,22.0,22.0,2.0,2.0,2.0,7.0,7.0,9.0,11.0,12.0,12.0,12.0,10.0,11.0,14.0,16.0,13.0,16.0,14.0,14.0,10.0,10.0,12.0,13.0,14.0,14.0,13.0,13.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.0,20.0,19.0,22.0,22.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.0,21.0,19.0,22.0,22.0,2.0,2.0,2.0,7.0,7.0,9.0,11.0,12.0,12.0,12.0,10.0,11.0,14.0,16.0,13.0,16.0,14.0,14.0,10.0,10.0,12.0,13.0,14.0,14.0,13.0,13.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.0,20.0,19.0,22.0,22.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.0,21.0,19.0,22.0,22.0,2.0,2.0,2.0,7.0,7.0,9.0,11.0,12.0,12.0,12.0,10.0,11.0,14.0,16.0,13.0,16.0,14.0,14.0,10.0,10.0,12.0,13.0,14.0,14.0,13.0,13.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.0,20.0,19.0,22.0,22.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.0,21.0,19.0,22.0,22.0,2.0,2.0,2.0,7.0,7.0,9.0,11.0,12.0,12.0,12.0,10.0,11.0,14.0,16.0,13.0,16.0,14.0,14.0,10.0,10.0,12.0,13.0,14.0,14.0,13.0,13.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.0,20.0,19.0,22.0,22.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.0,21.0,19.0,22.0,22.0,2.0,2.0,2.0,7.0,7.0,9.0,11.0,12.0,12.0,12.0,10.0,11.0,14.0,16.0,13.0,16.0,14.0,14.0,10.0,10.0,12.0,13.0,14.0,14.0,13.0,13.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.0,20.0,19.0,22.0,22.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21.0,21.0,19.0,22.0,22.0,2.0,2.0,2.0,7.0,7.0,9.0,11.0,13.0,12.0,12.0,10.0,11.0,13.0,16.0,13.0,16.0,14.0,14.0,10.0,11.0,11.0,13.0,14.0,14.0,13.0,12.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,5.0,7.0,6.0,6.0,6.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,22.0,21.0,19.0,22.0,22.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,19.0,22.0,21.0,3.0,3.0,3.0,7.0,7.0,9.0,10.0,12.0,12.0,12.0,10.0,11.0,13.0,15.0,13.0,14.0,14.0,14.0,10.0,11.0,11.0,12.0,13.0,13.0,12.0,11.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,19.0,22.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,19.0,22.0,21.0,3.0,3.0,3.0,7.0,7.0,9.0,10.0,12.0,12.0,12.0,10.0,11.0,13.0,15.0,13.0,14.0,14.0,14.0,10.0,11.0,11.0,12.0,13.0,13.0,12.0,11.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,19.0,22.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,21.0,20.0,19.0,22.0,21.0,3.0,3.0,3.0,7.0,7.0,9.0,10.0,12.0,12.0,12.0,10.0,11.0,13.0,15.0,13.0,14.0,14.0,14.0,10.0,11.0,11.0,12.0,13.0,13.0,12.0,11.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,19.0,22.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,21.0,20.0,19.0,22.0,21.0,3.0,3.0,3.0,7.0,7.0,9.0,10.0,12.0,12.0,12.0,10.0,11.0,13.0,15.0,13.0,14.0,14.0,14.0,10.0,11.0,11.0,12.0,13.0,13.0,12.0,11.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,19.0,22.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,21.0,20.0,19.0,22.0,21.0,3.0,3.0,3.0,7.0,7.0,9.0,10.0,12.0,12.0,12.0,10.0,11.0,13.0,15.0,13.0,14.0,14.0,14.0,10.0,11.0,11.0,12.0,13.0,13.0,12.0,11.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,19.0,22.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,21.0,20.0,19.0,22.0,21.0,3.0,3.0,3.0,7.0,7.0,9.0,10.0,12.0,12.0,12.0,10.0,11.0,13.0,15.0,13.0,14.0,14.0,14.0,10.0,11.0,11.0,12.0,13.0,13.0,12.0,11.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,19.0,22.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.0,20.0,19.0,22.0,21.0,3.0,3.0,3.0,7.0,7.0,9.0,10.0,12.0,12.0,12.0,10.0,11.0,13.0,15.0,13.0,14.0,14.0,14.0,10.0,11.0,11.0,12.0,13.0,13.0,12.0,11.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,19.0,22.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,19.0,19.0,17.0,6.0,6.0,6.0,8.0,8.0,10.0,12.0,14.0,15.0,15.0,15.0,12.0,15.0,16.0,15.0,19.0,16.0,18.0,17.0,18.0,21.0,20.0,19.0,19.0,19.0,21.0,17.0,17.0,19.0,19.0,20.0,21.0,20.0,20.0,20.0,21.0,21.0,21.0,20.0,21.0,20.0,20.0,20.0,20.0,20.0,21.0,22.0,22.0,22.0,21.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,2.0,12.0,19.0,19.0,17.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.0,18.0,20.0,6.0,6.0,7.0,10.0,10.0,11.0,13.0,13.0,14.0,13.0,13.0,11.0,16.0,16.0,16.0,17.0,16.0,17.0,18.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,20.0,20.0,19.0,19.0,19.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.0,21.0,21.0,21.0,20.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,10.0,3.0,15.0,18.0,20.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,20.0,5.0,5.0,5.0,8.0,8.0,10.0,12.0,13.0,14.0,13.0,12.0,13.0,17.0,17.0,19.0,19.0,20.0,19.0,18.0,18.0,20.0,20.0,21.0,21.0,20.0,21.0,20.0,20.0,20.0,20.0,21.0,22.0,20.0,21.0,21.0,22.0,22.0,22.0,21.0,20.0,20.0,20.0,20.0,19.0,19.0,18.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,12.0,0.0,19.0,20.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.0,8.0,8.0,8.0,12.0,12.0,12.0,14.0,15.0,16.0,15.0,14.0,14.0,18.0,19.0,19.0,21.0,19.0,19.0,18.0,19.0,18.0,18.0,17.0,17.0,17.0,19.0,19.0,19.0,20.0,20.0,19.0,21.0,20.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,19.0,19.0,19.0,0.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,8.0,8.0,12.0,12.0,12.0,14.0,15.0,15.0,15.0,15.0,15.0,18.0,19.0,18.0,19.0,20.0,21.0,18.0,21.0,22.0,21.0,21.0,21.0,22.0,22.0,20.0,20.0,20.0,20.0,19.0,20.0,22.0,22.0,22.0,21.0,21.0,21.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,19.0,20.0,20.0,21.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,5.0,8.0,8.0
